unique_id,itemId,source,source_name,is_company,rank,shop,title,link,main_img_url,local_img_path,min_price,max_price,median_price,mean_price,sku_count,height_display,sku_names,sku_prices
"mkt_166_946964083572","946964083572","market","天猫大盘",false,166,"RL皇室品牌乳胶直销店","泰国乳胶床垫学生宿舍单人榻榻米家用席梦思儿童软垫定制1.8m1.5","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=946964083572","https://img.alicdn.com/bao/uploaded/i4/2360914576/O1CN01GwmVee1jfrUHnahBT_!!2360914576.jpg","market_images/166.jpg",318.51,1602.81,721.71,803.34,32,"2.5~15cm","母婴级全乳胶95D厚度2.5cm *经济实惠 | 母婴级全乳胶95D厚度3.5cm *经济实惠 | 母婴级全乳胶95D厚度5cm *经济实惠 | 母婴级全乳胶95D厚度7.5cm *经济实惠 | 母婴级全乳胶95D厚度10cm *经济实惠 | 母婴级全乳胶95D厚度15cm *经济实惠 | 热卖母婴级105D厚度2.5cm 【含量更高】 | 热卖母婴级105D厚度3.5cm 【含量更高】 | 热卖母婴级105D厚度5cm 【含量更高】 | 热卖母婴级105D厚度7.5cm 【含量更高】 | 热卖母婴级105D厚度10cm 【含量更高】 | 热卖母婴级105D厚度15cm 【含量更高】 | 新升级石墨烯5cm （喜欢硬度更高拍这个） | 新升级石墨烯7.5cm （喜欢硬度更高拍这个） | 新升级石墨烯10cm （喜欢硬度更高拍这个） | 新升级石墨烯15cm （喜欢硬度更高拍这个） | 母婴级全乳胶95D厚度2.5cm *经济实惠 | 母婴级全乳胶95D厚度3.5cm *经济实惠 | 母婴级全乳胶95D厚度5cm *经济实惠 | 母婴级全乳胶95D厚度7.5cm *经济实惠 | 母婴级全乳胶95D厚度10cm *经济实惠 | 母婴级全乳胶95D厚度15cm *经济实惠 | 热卖母婴级105D厚度2.5cm 【含量更高】 | 热卖母婴级105D厚度3.5cm 【含量更高】 | 热卖母婴级105D厚度5cm 【含量更高】 | 热卖母婴级105D厚度7.5cm 【含量更高】 | 热卖母婴级105D厚度10cm 【含量更高】 | 热卖母婴级105D厚度15cm 【含量更高】 | 新升级石墨烯5cm （喜欢硬度更高拍这个） | 新升级石墨烯7.5cm （喜欢硬度更高拍这个） | 新升级石墨烯10cm （喜欢硬度更高拍这个） | 新升级石墨烯15cm （喜欢硬度更高拍这个）","375.21 | 445.5 | 448.23 | 711.81 | 899.91 | 1404.81 | 474.21 | 544.5 | 632.61 | 810.81 | 1028.61 | 1503.81 | 731.61 | 909.81 | 1127.61 | 1602.81 | 318.51 | 378 | 448.11 | 604.71 | 764.91 | 1404.81 | 397.71 | 457.38 | 530.91 | 680.31 | 874.32 | 1503.81 | 613.71 | 773.01 | 958.41 | 1346.31"
"mkt_167_1031482994207","1031482994207","market","天猫大盘",false,167,"海马集盒官方店","国家补贴五星级酒店床垫希尔顿专用乳胶独立弹簧压缩家用超软加厚","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1031482994207","market_images/167.jpg","market_images/167.jpg",652.1,1263.1,928.2,951.7,22,"20~30cm","经典款·臻选-20cm-适中偏软-卷包发货 | 舒适款·臻选-22cm-适中微硬-卷包发货 | 尊享款·臻选-24cm-软硬适中-卷包发货 | ⭐零压款·臻选-26cm-适中偏软-卷包发货 | ⭐奢华款·臻选-28cm-软硬适中-卷包发货 | ⭐总统套房·臻选-30cm-软硬适中-卷包发货 | 护脊款·臻选-22cm-适中偏硬-整张发货 | 璟享款·臻选-24cm-适中偏硬-整张发货 | 臻享款·臻选-26cm-软硬适中-整张发货 | ⭐奢雅款·臻选-28cm-双面睡感-整张发货 | ⭐旗舰款·臻选-30cm-双面睡感-整张发货 | 经典款·臻选-20cm-适中偏软-卷包发货 | 舒适款·臻选-22cm-适中微硬-卷包发货 | 尊享款·臻选-24cm-软硬适中-卷包发货 | ⭐零压款·臻选-26cm-适中偏软-卷包发货 | ⭐奢华款·臻选-28cm-软硬适中-卷包发货 | ⭐总统套房·臻选-30cm-软硬适中-卷包发货 | 护脊款·臻选-22cm-适中偏硬-整张发货 | 璟享款·臻选-24cm-适中偏硬-整张发货 | 臻享款·臻选-26cm-软硬适中-整张发货 | ⭐奢雅款·臻选-28cm-双面睡感-整张发货 | ⭐旗舰款·臻选-30cm-双面睡感-整张发货","652.1 | 753.95 | 753.95 | 849.15 | 864.45 | 928.2 | 1020.85 | 1048.05 | 1111.8 | 1223.15 | 1263.1 | 652.1 | 753.95 | 753.95 | 849.15 | 864.45 | 928.2 | 1020.85 | 1048.05 | 1111.8 | 1223.15 | 1263.1"
"mkt_168_819230190585","819230190585","market","天猫大盘",false,168,"芝华仕官方旗舰店","【小蓝垫】芝华仕海绵床垫乳胶家用卧室席梦思宿舍学生榻榻米硬垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=819230190585","https://img.alicdn.com/bao/uploaded/i1/706084574/O1CN018k03QV1jewiFrWyoa_!!706084574.jpg","market_images/168.jpg",1021.7,1418.65,1208.7,1214.44,4,"8~22cm","小蓝垫10H【双睡感/10cm】双面可睡丨高配置闭眼入☆☆☆ | 小蓝垫8H【单睡感/8cm】加硬护脊丨环保生态棕 | 小蓝垫15H【双睡感/15cm】豪华睡感丨硬核炭钻绵&健康0超标 | 小蓝垫22H【双睡感/22cm】独袋弹簧|天然乳胶 加厚2倍护脊层","1115.2 | 1021.7 | 1302.2 | 1418.65"
"mkt_169_702725506857","702725506857","market","天猫大盘",false,169,"梦百合官方旗舰店","梦百合三体智能电动床垫国家补贴零重力多功能ai睡眠监测升降双人","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=702725506857","https://img.alicdn.com/bao/uploaded/i2/1950231285/O1CN01S7Loue1LMa2xKKt4V_!!4611686018427382517-0-item_pic.jpg","market_images/169.jpg",3674.55,15326,9516.6,9662,14,"22~25cm","加购咨询客服 赠小爱同学*1 | 【三体联名】0压厚垫22cm | 【三体联名】快充-三体Ultra版25cm | 【三体联名】智能床架2.0-已接入米家APP | 【软硬适中】智能床架2.0-已接入米家APP+三体厚垫 | 【升级AI睡眠监测】智能床架1.0-已接入米家APP+三体厚垫 | 【升级AI睡眠监测】智能床架2.0-已接入米家APP+三体厚垫 | 【软硬适中】智能床架2.0-已接入米家APP+三体Ultra版25cm | 【升级AI睡眠监测】智能床架2.0-已接入米家APP+三体Ultra版25cm | 【智能分区床架+22cm厚垫】—不支持语音操控 | 【软硬适中】悬浮智能床2.0-已接入米家APP+三体厚垫 | 【升级AI睡眠监测】悬浮智能床2.0-已接入米家APP+三体厚垫 | 【软硬适中】悬浮智能床2.0-已接入米家APP+三体Ultra版25cm | 【升级AI睡眠监测】悬浮智能床2.0-已接入米家APP+三体Ultra版25cm","5098 | 3674.55 | 5569.2 | 6936.85 | 8722.62 | 8305.35 | 9463.9 | 9569.3 | 10410.8 | 10305.4 | 12968 | 14459 | 14459 | 15326"
"mkt_170_14472201035","14472201035","market","天猫大盘",false,170,"香港海马家具国际商城","禧海马偏硬护脊环保棕榈儿童老人乳胶定制黄麻棕防螨抑菌椰棕床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=14472201035","https://img.alicdn.com/bao/uploaded/i4/835016991/O1CN01jvkUlh21Vw0IilvwG_!!835016991.jpg","market_images/170.jpg",383.82,1261.4,745.45,756.99,17,"6~16cm","【定制】折叠、拆洗、尺寸等 （咨询客服） | 【经典6CM】防螨针织+3E椰棕 （偏硬护脊） | 【经典7CM】防螨针织+3E椰棕+乳胶 （适中护脊） | 【经典9CM】防螨针织+3E椰棕 （偏硬护脊） | 【经典10CM】防螨针织+3E椰棕+乳胶 （适中护脊） | 【经典11CM】防螨针织+3E椰棕 （偏硬护脊） | ⭐【经典12CM】防螨针织+3E椰棕+乳胶 （适中护脊） | 【经典15CM】防螨针织+3E椰棕 （偏硬护脊） | 【经典16CM】防螨针织+3E椰棕+乳胶 （适中护脊） | 【旗舰6CM】抑菌四叶草+黄麻棕 （拆洗偏硬） | 【旗舰7CM】抑菌四叶草+黄麻棕+乳胶 （适中拆洗） | 【旗舰9CM】抑菌四叶草+黄麻棕 （拆洗偏硬） | 【旗舰10CM】抑菌四叶草+黄麻棕+乳胶 （适中拆洗） | 【旗舰11CM】抑菌四叶草+黄麻棕 （拆洗偏硬） | ⭐【旗舰12CM】抑菌四叶草+黄麻棕+乳胶 （适中拆洗） | 【旗舰15CM】抑菌四叶草+黄麻棕 （拆洗偏硬） | 【旗舰16CM】抑菌四叶草+黄麻棕+乳胶 （适中拆洗）","745.45 | 383.82 | 491.71 | 510.19 | 587.45 | 599.22 | 714.85 | 845.75 | 997.05 | 568.14 | 724.2 | 748 | 811.75 | 867 | 906.95 | 1105.85 | 1261.4"
"mkt_171_654813993187","654813993187","market","天猫大盘",false,171,"林氏家居官方旗舰店","国家补贴林氏家居官方独立袋弹簧床垫黄麻1米5家用20cm厚硬垫木业","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=654813993187","https://img.alicdn.com/bao/uploaded/i3/143584903/O1CN01iXvmgA1m5d1E5YVnl_!!4611686018427383431-0-item_pic.jpg","market_images/171.jpg",796.69,1087.66,987.09,976.53,9,"15~23cm","(1)【大白垫Lite】脊椎不适 强力撑腰|硬|20cm | (2)【大白垫】久坐上班族 释压柔弹贴合|正适中 反偏硬|22cm | (3)【大白垫Pro】母婴同睡/青老年|黄麻强韧承托|偏硬|21cm | (4)【大白垫Plus】全家适用|一面舒适一面护脊|正偏硬 反硬|23cm | (5)【大白垫Slim】高箱床榻榻米|黄麻强韧承托|硬|15cm | (6)【纯净垫Lite】租房入门款 经济整网弹簧|硬|21cm | (7)【纯净垫】夫妻同睡静音抗干扰|偏硬|20cm | (8)【纯净垫Pro】易敏体质 抗菌防螨|正偏硬 反硬|20cm | (9)【家纺套餐】大白垫B款+梦享记忆绵枕*2（贴合透气）","867.51 | 987.09 | 1048.8 | 1048.8 | 947.51 | 796.69 | 947.51 | 1057.2 | 1087.66"
"mkt_172_1045264952721","1045264952721","market","天猫大盘",false,172,"全友家居官方旗舰店","【白月光H】全友家居席梦思弹簧床垫硬垫子A类面料护脊垫国家补贴","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045264952721","market_images/172.jpg","market_images/172.jpg",930.75,1070.15,978.77,989.61,4,"20~23cm","(1)白月光Pro【双面可睡/21cm】一面舒适一面护脊全家适用 | (2)白月光Lite【睡感偏软/23cm】云柔透气适合浅睡眠人群 | (3)白月光H【睡感中硬/23cm】硬感舒脊适合久坐党、中老年人群 | (4)白月光【软硬适中/20cm】乳胶释压适合年轻上班族","967.3 | 1070.15 | 930.75 | 990.25"
"mkt_173_16404377476","16404377476","market","天猫大盘",false,173,"苏老伯乳胶 18年宝藏老店","苏老伯乳胶床垫5cm厚学生宿舍泰国天然橡胶软薄垫家用榻榻米定制","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=16404377476","https://img.alicdn.com/bao/uploaded/i1/62232731/O1CN01f3jv3x1W2qlHAeBci_!!62232731.jpg","market_images/173.jpg",596,2070.99,1152,1292.51,23,"3~10cm","✅4代推广价【5CM】【中检溯源】泰国原装进口鲜胶系列【95D柔韧】配防氧化内 | ✅4代推广价【7.5CM】【中检溯源】泰国原装进口鲜胶系列【95D柔韧】配防氧化内 | ✅4代推广价【10CM】【中检溯源】泰国原装进口鲜胶系列【95D柔韧】配防氧化内 | ⭐新品【3.6代·七区款】5cm厚【柔韧95D1】A类内外套●欧标甲醛检测 防伪钢膜 | ⭐新品【3.6代·七区款】7.5cm厚【柔韧95D1】A类内外套●欧标甲醛检测 防伪钢膜 | ⭐新品【3.6代·七区款】10cm厚【略硬95D】A类内外套●欧标甲醛检测 防伪钢膜 | 【3.6代·七区款】5cm厚【适中85D】A类内外套●欧标甲醛检测 防伪钢膜 | 【3.6代·七区款】7.5cm厚【适中85D】A类内外套●欧标甲醛检测 防伪钢膜 | 【3.6代·七区款】10cm厚【适中85D】A类内外套●欧标甲醛检测 防伪钢膜 | 【3.6代】5cm厚【强韧护脊100D】 A类内外套●欧标甲醛检测 防伪钢膜 | 【3.6代】7.5cm厚【强韧护脊100D】 A类内外套●欧标甲醛检测 防伪钢膜 | 【4.3代·泰国联合款】5cm【适中85D】【德国LGA+双重防氧化】A类防螨内外 防伪钢膜 | 【4.3代·泰国联合款】7.5cm【适中85D】【德国LGA+双防氧化】A类防螨内外 防伪钢膜 | 【4.3代·泰国联合款】5cm【略硬95D】【德国LGA+双重防氧化】A类防螨内外 防伪钢膜 | 【4.3代·泰国联合款】7.5cm【略硬95D】【德国LGA+双防氧化】A类防螨内外 防伪钢膜 | 【4.3代·泰国联合款】10cm【略硬95D】【德国LGA+双防氧化】A类防螨内外 防伪钢膜 | 4.2代【5CM】【A类内外套】泰国原装进口鲜胶系列【95D柔韧】【防螨防氧化】 | 4.2代【7.5CM】【A类内外套】泰国原装进口鲜胶系列【95D柔韧】防螨防氧化 | 4.2代【10CM】【A类内外套】泰国原装进口鲜胶系列【95D柔韧】防螨防氧化 | 【4.2代·斯里兰卡原装进口系列】3cm【90D偏硬护脊】 配专业防氧化【A类内外套】 | 【5代·泰国原装进口有机系列】厚3cm【95D强韧】 配专业防氧化【A类内外套】 | 【5代·Heytalalay系列】厚3cm【90D特拉雷工艺】 配专业防氧化【A类内外套】 | 【3.8代】3cm厚【95D柔韧】【防氧化内套】德国LGA认证","988.2 | 1479.44 | 1888.97 | 809.44 | 1093.03 | 1673.99 | 809.44 | 1093.03 | 1673.99 | 956.6 | 1229.99 | 1009.11 | 1402.48 | 1152 | 1587 | 2070.99 | 1100.05 | 1582.88 | 2017 | 1033 | 1448.21 | 1032.95 | 596"
"mkt_174_17535831686","17535831686","market","天猫大盘",false,174,"sweetnight甜秘密官方旗舰店","甜秘密可拆洗独立弹簧床垫记忆棉席梦思卧室家用定制乳胶硬垫护脊","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=17535831686","https://img.alicdn.com/bao/uploaded/i1/748510995/O1CN01jNjj791JDlC5ROIpU_!!4611686018427387667-0-item_pic.jpg","market_images/174.jpg",1482.48,6400,1906.64,2193.15,13,"18~25cm","【定制单专属】可定制厚度、尺寸、内材等，详情请咨询客服 | 全系列配置一览，轻松选到适配款 | 护脊大师2.0 丨五区支撑护脊+记忆棉+可拆可调睡感+抗菌防螨 【23cm】 | 护脊大师A款 丨双睡升级+透气抑菌+软硬双核芯 【25cm】 | 护脊大师C款 丨软硬适中+释压舒脊+升级酒店睡感 【23cm】 | 护脊大师F款 丨加硬护脊+高性价比+适合腰椎不适群体 【23cm】 | 星眠垫丨进口0胶黄麻+进口天然乳胶+软硬两睡【23cm】 | 风窝PRO 丨高质睡感+记忆棉+软硬可调+三段云支撑感应护脊 【24cm】 | 风信子丨（儿童升级款） A类抑菌防螨+进口0胶黄麻+进口天然乳胶【18cm】 | 风信子丨 （儿童升级款） A类抑菌防螨+进口0胶黄麻+进口天然乳胶 【20cm】 | 一、100天免费试睡  退货运费全包了 | 二、48小时速发 送货入户 | 三、链接累计销售430000+张","1482.48 | 6400 | 1906.64 | 1725.08 | 1569.1 | 1541.22 | 1677.64 | 2424.28 | 1978.2 | 2066.35 | 2080 | 1930 | 1730"
"mkt_175_898131483872","898131483872","market","天猫大盘",false,175,"金橡树官方旗舰店","金橡树学生宿舍专用乳胶床垫单人床褥子租房软硬薄垫榻榻米 云端","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=898131483872","market_images/175.jpg","market_images/175.jpg",393.97,393.97,393.97,393.97,1,"未标注","默认款/标准1.8m","393.97"
"mkt_176_1004645121590","1004645121590","market","天猫大盘",false,176,"Hey Sleep家具旗舰店","【山脉】HEY护腰护脊床垫马尾毛手工家用弹簧十大名牌0胶水硬床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1004645121590","market_images/176.jpg","market_images/176.jpg",3169,99999,99999,61327,5,"23~25cm","欢迎预约佛山3000平展厅定制私人睡感 | 100天深度试睡/不满意/商家包退货运费 | 【支持定制-尺寸-材质-睡感】-咨询客服 | 【适中偏硬】山脉-A级护脊版23cm厚【2kg马尾毛】 【纯手工0胶水-100天试睡】 | 【软硬适中】山脉-S级舒睡版25cm厚【2kg马尾毛】 【纯手工0胶水-100天试睡】","99999 | 99999 | 99999 | 3169 | 3469"
"mkt_177_1018646174103","1018646174103","market","天猫大盘",false,177,"芝华仕睡眠旗舰店","【芝华仕D026】政府补贴弹簧乳胶床垫席梦思护脊厚垫软硬卧室家用","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1018646174103","market_images/177.jpg","market_images/177.jpg",1299.22,2455.65,1677.05,1719.97,5,"24~26cm","26CM经典升级版|软硬适中|进口乳胶 舒适护脊 | 26CM护脊升级版|偏硬支撑双重支撑 科学护脊 | 26CM双面版|软硬双睡|睡感可选 双重防螨 | 26CM记忆绵版|适中偏软|一张能撑腰的记忆绵床垫 | 24CM整垫0胶版|软硬双睡|全0胶水工艺A类抑菌面料","1396.55 | 1299.22 | 1771.4 | 1677.05 | 2455.65"
"mkt_178_1038316962028","1038316962028","market","天猫大盘",false,178,"喜临门官方旗舰店","【MD1】呼呼H300 喜临门乳胶按摩电动AI智能床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1038316962028","market_images/178.jpg","market_images/178.jpg",10999,10999,10999,10999,1,"未标注","呼呼H300","10999"
"mkt_179_599052536341","599052536341","market","天猫大盘",false,179,"穗宝官方旗舰店","【东方梦】穗宝乳胶床垫席梦思弹簧家用加厚1.8米天然椰棕垫子","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=599052536341","https://img.alicdn.com/bao/uploaded/i3/381476738/O1CN01hza3oY1ze3nNoU80e_!!4611686018427387778-0-item_pic.jpg","market_images/179.jpg",2672.4,5353.3,2978.4,3480.66,10,"22~25cm","东方梦倍净【三重抑菌健康升级/软硬双面】爆款必入 | 东方梦【软硬双面/23cm】新手首选 | Ultra【偏软/25cm】豪华升级专利弹簧 | 棕眠倍净【棕感偏硬/22cm】抑菌升级 | 舒眠【软硬适中/22cm】 | 舒眠倍净【软硬适中/22cm】抑菌升级 | 【套餐】东方梦(倍净版)+五防床笠 | 【套餐】东方梦+五防床笠 | 【套餐】东方梦倍净+酣穗皮床（象牙白） | 【套餐】东方梦+酣穗皮床（象牙白）","2822 | 2672.4 | 4054.5 | 3018.35 | 2788.85 | 2938.45 | 3052.35 | 2902.75 | 5353.3 | 5203.7"
"mkt_180_1014127366987","1014127366987","market","天猫大盘",false,180,"喜临门官方旗舰店","【白骑士Plus+】喜临门A类席梦思乳胶黄麻偏硬垫子三区弹簧厚床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1014127366987","market_images/180.jpg","market_images/180.jpg",2379.15,4199,2889.15,3113.31,7,"22~25cm","白骑士Plus+（主推升级款）【双睡感/25CM】四重升级睡得舒服 | 白骑士Lite+（基础升级款）【适中睡感/22CM】A类面料三区舒脊 | 【床垫家纺套餐】小海贝枕一对+白骑士plus＋ | 【床垫家纺套餐】空气层床笠*1+白骑士plus＋ | 【床垫家纺套餐】小海贝枕*2+空气层床笠+白骑士plus＋ | 【软床床垫卧室套餐】尼亚pro（云雾米）+白骑士plus＋(床垫) | 【软床床垫卧室套餐】缓缓pro(云雾米)+白骑士plus＋(床垫)","2634.15 | 2379.15 | 2889.15 | 2719.15 | 2974.15 | 3998.4 | 4199"
"mkt_181_1060269027213","1060269027213","market","天猫大盘",false,181,"顾家家居卧室家具旗舰店","顾家家居撑腰母婴床垫青少年可调记忆棉可拆洗0胶弹簧床垫1272P","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1060269027213","market_images/181.jpg","market_images/181.jpg",,,,,1,"未标注","默认款/标准1.8m",""
"mkt_182_730618881333","730618881333","market","天猫大盘",false,182,"香港海马家具国际集团有限公司","补贴15%禧海马十大压缩官方卷包床垫软垫家用卧室乳胶席梦15C厚思","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=730618881333","https://img.alicdn.com/bao/uploaded/i2/2861919497/O1CN01fTWXJo2K1gXdJfW1X_!!2861919497.jpg","market_images/182.jpg",696.15,3000,866.15,1191.17,21,"9~25cm","⭐D主卧热卖【零压记忆棉】厚≈20cm 适中 | ⭐D主卧热卖【零压记忆棉】厚≈15cm 适中 | ⭐D主卧热卖【零压记忆棉】厚≈12cm 适中 | ⭐D主卧热卖【零压记忆棉】厚≈9cm 适中 | ↓防塌专利:年轻/白领/孕妇/静音深睡 | ⭐C静音舒适【高纯乳胶】厚≈20cm 中软 | ⭐C静音舒适【高纯乳胶】厚≈15cm 中软 | ⭐C静音舒适【高纯乳胶】厚≈12cm 中软 | ⭐C静音舒适【高纯乳胶】厚≈9cm 中软 | ↓防塌专利:儿童/青年/针对腰不好中老年 | B次卧舒睡【护脊活氧棉】厚≈20cm 稍硬 | B次卧舒睡【护脊活氧棉】厚≈15cm 稍硬 | B次卧舒睡【护脊活氧棉】厚≈12cm 中硬 | B次卧舒睡【护脊活氧棉】厚≈9cm 中硬 | 经济系列:所有人群/实惠经济 | A客房民宿【舒睡高弹棉】厚≈20cm 稍软 | A客房民宿【舒睡高弹棉】厚≈15cm 稍软 | A客房民宿【舒睡高弹棉】厚≈12cm 稍软 | A客房民宿【舒睡高弹棉】厚≈9cm 稍软 | ↓明禧系列:所有人群 /拆洗/调节软硬 | 明禧【软硬可调/25CM】护脊魔方","1038.7 | 1013.2 | 1000.45 | 1000.45 | 3000 | 889.95 | 866.15 | 862.75 | 862.75 | 3000 | 786.25 | 767.55 | 759.9 | 759.9 | 899 | 713.15 | 696.15 | 697.85 | 697.85 | 3000 | 1702.55"
"mkt_183_855631347737","855631347737","market","天猫大盘",false,183,"环保棕垫厂家","床垫天然椰棕家用卧室10cm棕榈硬垫子儿童护腰护脊棕垫可折叠定制","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=855631347737","https://img.alicdn.com/bao/uploaded/i4/2215064829477/O1CN01pxapdF2JsWWlfJReY_!!2215064829477.jpg","market_images/183.jpg",119,566,275.5,279.2,64,"6~15cm","6cm云舒白一体（0胶水3E椰棕+质保20年） | 6cm经典灰一体（0胶水3E椰棕+质保20年） | 6cm云舒白折叠（0胶水3E椰棕+质保20年） | 6cm经典灰折叠（0胶水3E椰棕+质保20年） | 7cm云舒白（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 7cm经典灰（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 8cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 10cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 10cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 15cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 15cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 7cm抑菌石墨白（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 9cm抑菌石墨白（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 10cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 7cm3D透气（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 9cm3D透气（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 10cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 7cm高档羊绒（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 10cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 11cm高档羊绒（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 15cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm云舒白一体（0胶水3E椰棕+质保20年） | 6cm经典灰一体（0胶水3E椰棕+质保20年） | 6cm云舒白折叠（0胶水3E椰棕+质保20年） | 6cm经典灰折叠（0胶水3E椰棕+质保20年） | 7cm云舒白（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 7cm经典灰（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 8cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 10cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 10cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 15cm云舒白（0胶水3E椰棕+质保20年）一体/折叠可选 | 15cm经典灰（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 7cm抑菌石墨白（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 9cm抑菌石墨白（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 10cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm抑菌石墨白（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 7cm3D透气（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 9cm3D透气（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 10cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 12cm3D透气（0胶水3E椰棕+质保20年）一体/折叠可选 | 6cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 7cm高档羊绒（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 8cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 10cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选 | 11cm高档羊绒（0胶水3E椰棕+1cm乳胶+质保20年）一体/折叠可选 | 15cm高档羊绒（0胶水3E椰棕+质保20年）一体/折叠可选","120 | 120 | 120 | 120 | 179 | 180 | 176 | 176 | 228 | 228 | 340 | 340 | 486 | 486 | 165 | 230 | 285 | 300 | 358 | 430 | 165 | 230 | 285 | 300 | 358 | 430 | 200 | 266 | 315 | 388 | 366 | 566 | 119 | 119 | 119 | 119 | 180 | 180 | 176 | 176 | 228 | 228 | 340 | 340 | 486 | 486 | 165 | 230 | 285 | 300 | 358 | 430 | 165 | 230 | 285 | 300 | 358 | 430 | 200 | 266 | 315 | 388 | 366 | 566"
