unique_id,itemId,source,source_name,is_company,rank,shop,title,link,main_img_url,local_img_path,min_price,max_price,median_price,mean_price,sku_count,height_display,sku_names,sku_prices
"mkt_42_37479800159","37479800159","market","天猫大盘",false,42,"源氏木语官方旗舰店","源氏木语小椰0胶水床垫可家用天然椰棕护脊硬垫弹簧乳胶软垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=37479800159","https://img.alicdn.com/bao/uploaded/i1/1105025069/O1CN01kOhmxf1nJelWsMZxc_!!4611686018427385901-0-item_pic.jpg","market_images/42.jpg",1178.8,1919,1628.2,1603.23,12,"10~24cm","(1)(全垫零胶水)小椰·零胶水床垫(厚22cm/偏硬H2)J32 | (2)(全垫零胶水)小椰·零胶水床垫(双面款)(厚23cm/正面H2反面H1)J136 | (3)(全垫零胶水)小椰·零胶水床垫(厚24cm/偏硬H2)J33 | (1)(全垫零胶水)小椰·零胶水床垫(厚22cm/偏硬H2)J32 | (2)(全垫零胶水)小椰·零胶水床垫(双面款)(厚23cm/正面H2反面H1)J136 | (3)(全垫零胶水)小椰·零胶水床垫(厚24cm/偏硬H2)J33 | (4)(全垫零胶水)小椰·零胶水床垫(厚22cm/适中H3)J32L | (5)(全垫零胶水)小椰·零胶水折叠床垫(厚24cm/偏硬H2)JZ33方便入户 | (6)偏硬床垫+一对慢回弹记忆棉枕头(10CM厚RA00537)J32 | (71)适中床垫+一对慢回弹记忆棉枕头(10CM厚RA00537)J32L | (8)偏硬床垫+一对慢回弹记忆棉枕头(10CM厚RA00537)J33 | (9)双面睡感+一对慢回弹记忆棉枕头(10CM厚RA00537)J136","1312.7 | 1698.2 | 1592.7 | 1312.7 | 1698.2 | 1592.7 | 1178.8 | 1909.2 | 1663.7 | 1501.4 | 1859.5 | 1919"
"mkt_43_691105276997","691105276997","market","天猫大盘",false,43,"海马亦言床垫企业店","海马亦言盒子乳胶床垫补贴席梦思压缩家用独立弹簧软垫厚酒店名牌","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=691105276997","https://img.alicdn.com/bao/uploaded/i3/1046710982/O1CN01lBzCG91J7o0ICDj8Y_!!1046710982.jpg","market_images/43.png",595,1507.9,956.25,971.68,13,"20~25cm","升级优选，亲肤天然棉麻面料 | 升级偏硬款 厚≈21CM（加密高压缩弹簧）老少皆宜 H-Z5 | 升级静音舒适款 厚≈23CM（防塌静音弹簧）静音享受 H-Z5 | 升级零压舒适款 厚≈23CM（防塌静音弹簧）缓压选择 H-Z5 | 质价比首选，防塌静音弹簧 | 柔软款 厚≈20CM（防塌静音弹簧） 实用之选 H-Z1 | 偏硬款 厚≈21CM（加密高压缩弹簧）呵护腰脊 H-Z1 | 静音舒适款 厚≈22CM（不粉化乳胶棉）静音享受 H-Z1 | 零压舒适款 厚≈22CM（防塌静音弹簧）主卧首选 H-Z1 | 豪华酒店款 厚≈25CM（不粉化乳胶棉）星级酒店享受 H-Z1 | 护脊可拆款 （厚度约22CM）臀部加固 腰部支撑 H-Z1 | 适中可拆款（厚度约24CM）臀部加固 软硬调节 H-Z1 | 【定制请咨询客服】 H-Z1","1058 | 851.7 | 978.35 | 1144.95 | 788 | 595 | 731.85 | 828.75 | 956.25 | 1105.85 | 1285.2 | 1507.9 | 800"
"mkt_44_719788224123","719788224123","market","天猫大盘",false,44,"喜临门官方旗舰店","【云朗Pro】喜临门官方家用主卧席梦思偏硬黄麻乳胶独袋弹簧床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=719788224123","https://img.alicdn.com/bao/uploaded/i3/387542955/O1CN01P2XGkB1XhRTxTROZr_!!4611686018427383723-0-item_pic.jpg","market_images/44.jpg",1784.15,3698.35,1911.65,2343.02,10,"22~25.5cm","云朗Pro【双睡感/25.5CM】透气清新双重舒压 | 云朗M1【双睡感/25CM】分区释压睡感升级 无赠品 | 云朗Pros0胶【双睡感/22CM】整垫0胶三区舒脊 | 云朗Neo【适中睡感/24CM】可拆洗款灵动分区 | 云朗4.0【双睡感/24CM】柔感乳胶舒脊椰棕 无赠品 | 【床垫家纺套餐】云朗Pro+空气层功能床笠*1 | 【床垫家纺套餐】云朗Pro+太空曲线枕一对 | 【床垫家纺套餐】云朗Pro+空气层床笠*1+太空曲线枕*2 | 【软床床垫卧室套餐】云图pro(云雾米)+云朗pro | 【软床床垫卧室套餐】星选（馥芮白）+云朗pro","1784.15 | 1954.15 | 3099 | 1869.15 | 1784.15 | 1869.15 | 1869.15 | 1954.15 | 3698.35 | 3548.75"
"mkt_45_849786889759","849786889759","market","天猫大盘",false,45,"岶兰海马家具直销店","岶兰海马五星级希尔顿酒店乳胶床垫独立弹簧压缩家用超软加厚软垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=849786889759","https://img.alicdn.com/bao/uploaded/i3/2770872977/O1CN01x1hHwr1XrWAjR1bdj_!!2770872977.jpg","market_images/45.png",456,916,679,683.3,10,"20~30cm","A希尔顿基础客房款 20CM厚【适中稍硬】 卷包 | B希尔顿家用主卧款 22CM厚【适中偏软】 卷包 | C希尔顿升级主卧款 24CM厚【偏软舒适】 卷包 | D希尔顿五星主卧款 25CM厚【零压舒适】 卷包 | E希尔顿奢华酒店款 27CM厚【舒适超软】 卷包 | F希尔顿总统顶配款 30CM厚【超软加厚】 卷包 | H希尔顿酒店偏硬款 21CM厚【偏硬护脊】 整张 | G希尔顿酒店双面款 23CM厚【软硬两用】 整张 | L希尔顿酒店适中款 24CM厚【软硬适中】 整张 | K希尔顿酒店中硬款 24CM厚【中硬护脊】 整张","456 | 526 | 556 | 597 | 629 | 737 | 729 | 805 | 882 | 916"
"mkt_46_39187765503","39187765503","market","天猫大盘",false,46,"源氏木语官方旗舰店","源氏木语0胶水床垫天然椰棕环保家用棕垫双人硬垫小椰薄款","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=39187765503","https://img.alicdn.com/bao/uploaded/i2/1105025069/O1CN01DKd69s1nJelWqrct7_!!4611686018427385901-0-item_pic.jpg","market_images/46.jpg",786.2,1438.5,940.4,1055.99,9,"6~12cm","(1)椰棕护脊床垫(厚8cm/加硬H1)J11 | (2)椰棕护脊床垫(厚6cm/加硬H1)J102 | (3)椰棕护脊床垫(厚12cm/加硬H1）J105 | (1)椰棕护脊床垫(厚8cm/加硬H1)J11 | (2)椰棕护脊床垫(厚6cm/加硬H1)J102 | (3)椰棕护脊床垫(厚12cm/加硬H1）J105 | (4)椰棕护脊(厚8cm/加硬H1)+ 防水床笠(白色RA05501)J11 | (5)椰棕护脊(厚6cm/加硬H1)+防水床笠(白色RA05501)J102 | (6)椰棕护脊(厚12cm/加硬H1)+防水床笠(白色RA05501)J105","940.4 | 786.2 | 1382.7 | 940.4 | 786.2 | 1382.7 | 1038.8 | 808 | 1438.5"
"mkt_47_673717376032","673717376032","market","天猫大盘",false,47,"喜临门官方旗舰店","【漾Pro+】喜临门官方正品主卧双人席梦思乳胶mini簧七区弹簧床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=673717376032","https://img.alicdn.com/bao/uploaded/i1/387542955/O1CN01viVgsO1XhRTx8jZev_!!4611686018427383723-0-item_pic.jpg","market_images/47.jpg",2464.15,4098.7,2634.15,3024.06,7,"24~27cm","漾Pro+（升级款） 【双睡感/27CM】支撑升级透气升级 | 漾Pro（基础款） 【双睡感/24CM】七区支撑舒爽透气 | 漾Plus（基础款） 【双睡感/26CM】三项专利全新升级 | 漾ProS 0胶款【双睡感/26.5CM】整垫0胶透气支撑 | 【床垫家纺套餐】空气层床笠*1+太空曲线枕*2+漾Pro | 【软床床垫卧室套餐】尼亚pro（云雾米）+漾pro（床垫） | 【软床床垫卧室套餐】缓缓Pro（云雾米）高脚款+漾pro","2634.15 | 2464.15 | 2464.15 | 2974.15 | 2634.15 | 3898.95 | 4098.7"
"mkt_48_537752847336","537752847336","market","天猫大盘",false,48,"雅兰官方旗舰店","【深睡尊享】雅兰5A级床垫国家补贴乳胶床垫官方1.8m弹簧家用厚垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=537752847336","https://img.alicdn.com/bao/uploaded/i3/828233086/O1CN018x2NHW1YfRMqVbfvx_!!4611686018427385214-0-item_pic.jpg","market_images/48.jpg",2455.65,4070.65,3135.65,3220.65,6,"23~28cm","【☆重磅新品】深睡·尊享 S-24cm【精准分区，承托升级】 | 深睡·尊享版3.0-23cm【标准旗舰款-舒适深睡】 | 深睡·尊享Plus-25cm 【3区加厚舒适-贴合升级】 | 【质价比强烈推荐】深睡·尊享Pro-26cm【双倍微核弹簧-细腻承托】· | 深睡·尊享Max-28cm*【分区深度释压-五星酒店体验】 | 深睡×净界Pro-26cm【0胶环保可拆洗-睡感可调】","2455.65 | 2540.65 | 2710.65 | 3560.65 | 3985.65 | 4070.65"
"mkt_49_1047088294624","1047088294624","market","天猫大盘",false,49,"源氏木语官方旗舰店","源氏木语0胶水羊毛床垫特拉蕾乳胶护脊山棕透气垫独立弹簧垫朴朴","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1047088294624","market_images/49.jpg","market_images/49.jpg",4939.8,4939.8,4939.8,4939.8,1,"未标注","(全垫零胶水)朴朴·黑山棕床垫(偏硬H2+加硬H1)JH2BRD000","4939.8"
"mkt_50_828062195107","828062195107","market","天猫大盘",false,50,"喜临门家居旗舰店","【大白垫】城市爱情席梦思弹簧软硬两用乳胶椰棕家用乳胶床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=828062195107","https://img.alicdn.com/bao/uploaded/i3/2217378250994/O1CN01pTe7m11JDImwvvfCj_!!4611686018427379954-0-item_pic.jpg","market_images/50.jpg",1036.15,1401.65,1231.65,1223.15,5,"21~24cm","大白垫 软硬双睡款【双睡感/21CM】 一面舒适 一面撑脊 | 大白H 软硬适中【单睡感/23CM】 双效支撑 老少皆宜 | 大白 LiteH1 硬睡感【单睡感/21CM】 黄麻舒脊 | 大白PLUS 升级弹簧【双睡感/22CM】 专利工学 三区弹簧 | 大白Pro 双层黄麻【单面偏硬/24CM】 立体舒脊 支撑更强劲","1231.65 | 1036.15 | 1146.65 | 1401.65 | 1299.65"
"mkt_51_900205276337","900205276337","market","天猫大盘",false,51,"佰舒顿BOIRSDOL家具","席梦思床垫1米5家用卧室独立弹簧厚20cm乳胶软垫180x200租房专用","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=900205276337","market_images/51.jpg","market_images/51.jpg",339,800,435,468.67,24,"20~23cm","特惠款:亲肤透气+加密整网簧 20cm适中 | 特惠款:亲肤透气+加密整网簧+乳胶 22cm偏软 | 特惠款:亲肤透气+加密整网簧+3E棕 22cm偏硬 | 实用款:亲肤透气+碳钢加固簧 20cm适中 | 实用款:亲肤透气+碳钢加固簧+乳胶 22cm偏软 | 实用款:亲肤透气+碳钢加固簧+3E棕 22cm偏硬 | 弹簧新升级:亲肤透气+独立静音簧 20cm适中 | 弹簧新升级:亲肤透气+独立静音 +乳胶 22cm偏软 | 弹簧新升级:亲肤透气+独立静音 +3E棕 22cm偏硬 | 弹簧新升级:亲肤透气+独立静音 +棕乳胶 23cm两用 | 家用首选:3D透气+尊贵布袋簧 20cm适中 | 家用首选:3D透气+尊贵布袋簧+乳胶 22cm偏软 | 家用首选:3D透气+尊贵布袋簧+3E棕 22cm偏硬 | 家用首选:3D透气+尊贵布袋簧+棕乳胶 23cm双面 | 特惠款:防螨抑菌+加密整网簧 20cm适中 | 特惠款:防螨抑菌+加密整网簧+乳胶 22cm偏软 | 特惠款:防螨抑菌+加密整网簧+3E棕 22cm偏硬 | 实用款:防螨抑菌+碳钢加固簧 20cm适中 | 实用款:防螨抑菌+碳钢加固簧+乳胶 22cm偏软 | 实用款:防螨抑菌+碳钢加固簧+3E棕 22cm偏硬 | 弹簧新升级:防螨抑菌+独立静音簧 20cm适中 | 弹簧新升级:防螨抑菌+独立静音簧 +乳胶 22cm偏软 | 弹簧新升级:防螨抑菌+独立静音簧 +3E棕 22cm偏硬 | 弹簧新升级:防螨抑菌+独立静音簧 +棕乳胶 23cm两用","339 | 425 | 425 | 349 | 435 | 435 | 389 | 439 | 439 | 495 | 670 | 720 | 720 | 800 | 340 | 425 | 425 | 355 | 435 | 435 | 389 | 439 | 430 | 495"
"mkt_52_644816479592","644816479592","market","天猫大盘",false,52,"林氏家居官方旗舰店","林氏家居官方椰棕床垫180x200黄麻家用护脊加硬弹簧棕榈垫子木业","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=644816479592","https://img.alicdn.com/bao/uploaded/i1/143584903/O1CN01vKYAmZ1m5d1F8rm28_!!4611686018427383431-0-item_pic.jpg","market_images/52.jpg",744.87,1498.21,1053.36,1051.39,12,"15~24cm","(1)【经典·椰棕】脊椎不适|硬|20cm | (2)【经典·椰棕】适配高箱床|硬|15cm | (3)【经典·乳胶】夫妻同睡静音抗干扰|偏硬|22cm | (4)【经典·双面睡】全家适用|正偏硬 反硬|22cm | (5)【经典·黄麻棕】母婴同睡|硬|20cm | (6)【经典·黄麻丝】租房族首挑|硬|20cm | (7)【Plus·椰棕】加厚椰棕强化护脊|多1层乳胶更贴合|升级静音独袋簧|偏硬|22cm | (8)【Plus·椰棕双睡】三分区静音弹簧|加厚乳胶椰棕舒脊承托|正偏硬 反硬|24cm | (9)【Plus·4D空气芯】腰椎不适|硬弹护脊不黏腻|硬|21cm | (10)【Plus·4D空气芯双睡】上班族包裹释压深睡|正适中 反偏硬|24cm | (11)【基础·棉毡】少年/老人|硬|20cm | (12)【基础·双面睡】上班族舒适硬弹|正偏硬 反硬 |22cm","788.29 | 788.29 | 1028.23 | 1078.48 | 948.23 | 745.65 | 1198.06 | 1397.64 | 1298.63 | 1498.21 | 744.87 | 1102.11"
"mkt_53_688436280249","688436280249","market","天猫大盘",false,53,"源氏木语官方旗舰店","源氏木语乳胶0胶水床垫卧室护脊弹簧椰棕护脊垫家用椰椰Pro厚垫子","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=688436280249","https://img.alicdn.com/bao/uploaded/i4/1105025069/O1CN01dfUloO1nJelYf7n0U_!!4611686018427385901-0-item_pic.jpg","market_images/53.jpg",2348.5,2692.4,2348.5,2463.13,3,"22cm","（1）基础款 ▪ 门店热销款 ▪ 偏硬护脊/厚22cm | （1）基础款 ▪ 门店热销款 ▪ 偏硬护脊/厚22cm | （2）双面款 ▪ 双面随心睡 ▪ 适中+偏硬/厚22cm","2348.5 | 2348.5 | 2692.4"
"mkt_54_977828424168","977828424168","market","天猫大盘",false,54,"喜临门官方旗舰店","【净眠M25MAX】喜临门直营同款3D材料透气舒脊七区独袋弹簧床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=977828424168","market_images/54.jpg","market_images/54.jpg",5609.15,8599,7999.35,8000.28,9,"20~30cm","净眠M25 MAX | 【软床床垫套餐】净眠M25 Max+浮栖JR2613_丝绒棕(20cm床拖) | 【软床床垫套餐】净眠M25 Max+浮栖JR2613_丝绒棕(30cm储物) | 【软床床垫套餐】净眠M25 Max+浮栖JR2613_松玉白(20cm床拖) | 【软床床垫套餐】净眠M25 Max+浮栖JR2613_松玉白(30cm储物) | 【软床床垫套餐】净眠M25 Max+云境Pro_丝绒棕(20cm床拖) | 【软床床垫套餐】净眠M25 Max+云境Pro_丝绒棕(30cm储物) | 【软床床垫套餐】净眠M25 Max+云境Pro_晴光米(20cm床拖) | 【软床床垫套餐】净眠M25 Max+云境Pro_晴光米(30cm储物)","5609.15 | 7999.35 | 8599 | 7999.35 | 8599 | 7999.35 | 8599 | 7999.35 | 8599"
"mkt_55_676435752637","676435752637","market","天猫大盘",false,55,"睡眠骑士床垫官方店","睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637","https://img.alicdn.com/bao/uploaded/i4/720743073/O1CN01OAeAQh1YZUESKorAz_!!720743073.jpg","market_images/55.jpg",1229.1,1798.6,1469.65,1476.18,16,"22~30cm","五星G 适中单面【2cm乳胶+酒店专利弹簧】22cm | 五星H 适中/偏硬双面【2cm乳胶+酒店专利弹簧+2cm黄麻】24cm | 五星A 偏软单面【3cm乳胶+酒店专利弹簧】24cm | 五星B 偏软/偏硬双面【3cm乳胶+酒店专利弹簧+2cm黄麻】26cm | 豪华C 柔软单面【5cm乳胶+酒店专利弹簧】26cm | 豪华D 柔软/偏硬双面【5cm乳胶+酒店专利弹簧+2cm黄麻】28cm | 总统E 超软单面【2cm记忆棉+5cm乳胶+酒店专利弹簧】28cm | 总统F 超软/偏硬双面【2cm记忆棉+5cm乳胶+酒店专利弹簧+2cm黄麻】30cm | 护脊J 偏硬单面【2cm黄麻+酒店专利弹簧】22cm | 护脊K 中硬单面【乳胶+2cm黄麻+酒店专利弹簧】23cm | 呼呼pro加厚B【软硬适中-透气】厚22cm | 呼呼pro加厚C【适中偏硬-透气】厚24cm | 透气G 适中单面【2cm乳胶+2cm透气3D+酒店专利弹簧】24cm | 透气A 偏软单面【3cm乳胶+2cm透气3D+酒店专利弹簧】26cm | 透气C 柔软单面【5cm乳胶+2cm透气3D+酒店专利弹簧】28cm | 透气E 超软单面【2cm记忆棉+5cm乳胶+2cm透气3D+酒店专利弹簧】30cm","1236.75 | 1296.25 | 1379.55 | 1469.65 | 1522.35 | 1603.95 | 1701.7 | 1798.6 | 1229.1 | 1326 | 1394.85 | 1491.75 | 1296.25 | 1469.65 | 1603.95 | 1798.6"
"mkt_56_594327913928","594327913928","market","天猫大盘",false,56,"佰舒顿BOIRSDOL家具","床垫子1米5x2米家庭用软垫卧室静音弹簧180x200出租房专用20cm厚","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=594327913928","https://img.alicdn.com/bao/uploaded/i3/2201261192286/O1CN01EM9Vhp1Sl2UrQ5Rfi_!!2201261192286.jpg","market_images/56.jpg",335,925,460,528.12,24,"12~25cm","租房经济:羊绒+加固防塌簧 适中20cm | 租房经济:羊绒+加固防塌簧+3E棕 偏硬22cm | 租房经济:羊绒+加固防塌簧+乳胶 偏软22cm | 家用高端静音❤️:羊绒+静音独立簧 适中20cm | 家用高端静音❤️:羊绒+静音独立簧+3E棕 偏硬22cm | 家用高端静音❤️:羊绒+静音独立簧+乳胶 偏软22cm | 家用高端静音❤️:羊绒+静音独立簧+棕乳胶 双面23cm | 尊享七星酒店❤️:羊绒+静音布袋簧 软硬适中20cm | 尊享七星酒店❤️:羊绒+静音布袋簧+3E棕 偏硬22cm | 尊享七星酒店❤️:羊绒+静音布袋簧+乳胶 偏软22cm | 尊享七星酒店❤️:羊绒+静音布袋簧+棕乳胶 双面23cm | 七星酒店加厚❤️:羊绒+静音布袋簧+椰棕+3cm乳胶 奢华双面25cm | 七星酒店加厚❤️:羊绒+静音布袋簧+5cm乳胶 云端超软25cm | 静音矮款❤️:羊绒+压缩静音簧 软硬适中12cm | 静音矮款:羊绒+压缩静音簧 +3E棕 偏硬14cm | 静音矮款:羊绒+压缩静音簧+乳胶 偏软14cm | 静音矮款:羊绒+压缩静音簧+棕乳胶 双面15cm | 特惠款:防螨面料+加固防塌簧 适中20cm | 护脊款:防螨面料+加固防塌簧+3E棕 护脊22cm | 舒适款:防螨面料+加固防塌簧+乳胶 舒适22cm | 特惠升级:防螨面料+碳钢独立簧 适中20cm | 护脊升级:防螨面料+碳钢独立簧+3E棕 护脊22cm | 舒适升级:防螨面料+碳钢独立簧+乳胶 舒适22cm | 软硬双面:防螨面料+碳钢独立簧+棕乳胶 双面23cm","380 | 449 | 449 | 409 | 484 | 484 | 555 | 635 | 685 | 685 | 794 | 925 | 925 | 380 | 425 | 425 | 523 | 335 | 435 | 435 | 415 | 460 | 460 | 523"
"mkt_57_974246528539","974246528539","market","天猫大盘",false,57,"喜临门官方旗舰店","【店播专享】喜临门塔利亚床垫A类面料主卧乳胶舒脊独袋弹簧床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=974246528539","https://img.alicdn.com/bao/uploaded/i2/387542955/O1CN01RhOiF51XhRTuTmtFR_!!4611686018427383723-0-item_pic.jpg","market_images/57.jpg",1571.65,1911.65,1614.15,1699.15,5,"12.5~23cm","塔利亚Pro（旗舰升级款）【双睡感/23CM】 | 塔利亚Plus（双睡升级款）【双睡感/22CM】 | 塔利亚Fit（舒脊升级款）【硬睡感/20CM】 | 塔利亚Air（经典升级款）【适中睡感/19CM】 | 塔利亚slim（薄垫）【双睡感/12.5CM】","1911.65 | 1784.15 | 1614.15 | 1614.15 | 1571.65"
"mkt_58_725486206427","725486206427","market","天猫大盘",false,58,"梦百合官方旗舰店","门店同款梦百合快充2.0护脊0压记忆棉弹簧床垫家用卧室酒店席梦思","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=725486206427","https://img.alicdn.com/bao/uploaded/i1/1950231285/O1CN0189jXqi1LMa3KRhdYr_!!4611686018427382517-0-item_pic.jpg","market_images/58.jpg",2840.62,8998,4802,5736.2,9,"20~25cm","⭐180天免费试睡送货入户⭐ | 快充小蓝钻+快充宠物垫组合套餐 | 快充小蓝钻- 22cm【更支撑】适合大体重、少年、老人 | 快充1.0- 23cm【更速睡】适合青年人、新晋夫妻 | 快充2.0- 25cm【更全能】全家适用，主卧优选 | 快充x三体Ultra版-25cm【更精准】分区承托腰部亚健康优选 | 快充S- 20cm【更安静】浅眠易疲劳人，智能床好搭档 | 快充0压床垫！✅入睡快！✅睡的深！热卖见证实力！ | 非温感0压深睡层！多国专利！！超两倍弹簧动态承托！","8998 | 4802 | 3188.1 | 3840.9 | 4391.02 | 5569.12 | 2840.62 | 8998 | 8998"
"mkt_59_616851999134","616851999134","market","天猫大盘",false,59,"龙凤床垫旗舰店","龙凤云睡国补席梦思床垫厚乳胶家用护脊护腰0胶黄麻弹簧硬垫双人","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=616851999134","https://img.alicdn.com/bao/uploaded/i3/2074412022/O1CN01yiM9gD1Qo7xBGCsPn_!!4611686018427380726-0-item_pic.jpg","market_images/59.jpg",1293.7,3904.05,2003.45,2077.2,21,"20~26cm","70年国货老字号--顺丰急速发货+送货入户 | 云睡001【适中-21cm】基础款 高性价比 | 云睡A【中硬-23cm】强护脊 儿童推荐 | 云睡B【偏硬-23cm】科学护脊 6成用户之选 | 云睡C【适中偏软-24cm】静音舒睡 贴合身体 | 云睡D【适中-23cm】兼顾护脊&贴合 | 云睡E【适中偏硬、反面偏硬-25cm】双面加硬 全家适用 | 云睡Y（软硬适中-25）压缩卷包 上楼无优 | 云睡3.0深睡版【0胶】 睡感可调+全拆可机洗 约23cm | 云睡3.0护脊版【0胶】儿童,老人及腰背不好专用 22cm | 云睡3.0舒享版【0胶】成人适用+多重Q弹睡感+全拆可机洗 约26cm | 【套餐更划算】TC501皮床+云睡B床垫 | 【套餐更划算】TC502皮床+云睡B床垫 | ----------↓↓↓孟加拉进口黄麻系列【真正黄麻】↓↓↓---------- | 云睡002【偏硬-23cm】黄麻护脊 热销推荐 | 云睡005【适中偏硬-25cm】兼顾护脊&舒适 | 云睡006【偏硬-20cm】加硬护脊 支撑加倍 | 云睡007【软硬两用-25cm】一面舒适一面护脊 | 云睡008【偏硬-24cm】加硬护脊 支撑加倍 | 云睡009【适中-25cm】呵护腰背 老少皆宜 | 支持定制厚度、尺寸等  详询客服","1293.7 | 1293.7 | 1480.7 | 1645.6 | 1720.4 | 1944.8 | 2094.4 | 1645.6 | 2482.85 | 2579.75 | 3006.45 | 3611.65 | 3904.05 | 1293.7 | 1772.25 | 2183.65 | 2003.45 | 2183.65 | 2003.45 | 2183.65 | 1293.7"
"mkt_60_559827776917","559827776917","market","天猫大盘",false,60,"金橡树官方旗舰店","【泰享】金橡树泰国进口乳胶床垫天然橡胶家用榻榻米0胶水薄垫子","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=559827776917","https://img.alicdn.com/bao/uploaded/i2/2126650380/O1CN01bQMt5J1Eg5br9TUVd_!!4611686018427386892-0-item_pic.jpg","market_images/60.jpg",1569.95,3949.95,2555.1,2679.27,12,"5~10cm","泰享经典款 厚5cm【85D】软硬适中 【防螨抑菌面料】 | 泰享经典款 厚5cm【95D】护脊撑腰【防螨抑菌面料】 | 泰享经典款 厚7.5cm【85D】软硬适中 【防螨抑菌面料】 | 泰享经典款 厚7.5cm【95D】护脊撑腰【防螨抑菌面料】 | 泰享经典款 厚10cm【85D】软硬适中 【防螨抑菌面料】 | 泰享经典款 厚10cm【95D】护脊撑腰【防螨抑菌面料】 | 泰享Pura升级款  厚5cm【85D】软硬适中 【专利耐老化+温控防螨抑菌面料】 | 泰享Pura升级款  厚5cm【95D】护脊撑腰 【专利耐老化+温控防螨抑菌面料】 | 泰享Pura升级款  厚7.5cm【85D】软硬适中 【专利耐老化+温控防螨抑菌面料】 | 泰享Pura升级款  厚7.5cm【95D】护脊撑腰 【专利耐老化+温控防螨抑菌面料】 | 泰享Pura升级款  厚10cm【85D】软硬适中 【专利耐老化+温控防螨抑菌面料】 | 泰享Pura升级款  厚10cm【95D】护脊撑腰 【专利耐老化+温控防螨抑菌面料】","1569.95 | 1670.25 | 2090.15 | 2300.1 | 2720 | 2929.95 | 2289.9 | 2390.2 | 3110.15 | 3210.45 | 3920.2 | 3949.95"
"mkt_61_18842339279","18842339279","market","天猫大盘",false,61,"喜临门官方旗舰店","【伊菲】喜临门学生硬垫椰棕A类面料乳胶加硬神器榻榻米薄床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=18842339279","https://img.alicdn.com/bao/uploaded/i2/387542955/O1CN01kUGPJN1XhRTspdjsc_!!4611686018427383723-0-item_pic.jpg","market_images/61.jpg",1061.65,1274.15,1125.4,1146.65,4,"6~10cm","伊菲H10【双睡感/10CM】超6成用户选Ta ☆ ☆ ☆ | 伊菲H8【双睡感/8CM】泰国乳胶A类面料 | 伊菲H6【硬睡感/6CM】A类面料可视窗口 | 伊菲Slim【硬睡感/6CM】可折叠款舒脊黄麻","1274.15 | 1189.15 | 1061.65 | 1061.65"
"mkt_62_917436417979","917436417979","market","天猫大盘",false,62,"蓝盒子官方旗舰店","蓝盒子方块床垫独立袋装弹簧记忆棉柔中带硬家用卧室双人厚席梦思","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=917436417979","https://img.alicdn.com/bao/uploaded/i2/2210120102867/O1CN01shjBz31X38d2fGGvf_!!4611686018427384787-2-item_pic.png","market_images/62.jpg",4997.15,4997.15,4997.15,4997.15,3,"未标注","蓝【超贴合强支撑】 | 灰【超贴合强支撑】 | 紫【超贴合强支撑】","4997.15 | 4997.15 | 4997.15"
